caseid,citizenship_status,age,sex,province,education,agegroup,citizenship
1749,Canadian citizen,60.7,Male,Ontario,Trade certificate or diploma,61 to 70,Canadian citizen
1750,Canadian citizen,70.4,Female,Newfoundland and Labrador,Less than high school diploma or its equivalent,71 to 80,Canadian citizen
1751,Canadian citizen,57.8,Male,Saskatchewan,High school diploma or a high school equivalency certificate,51 to 60,Canadian citizen
1752,Other,24.8,Female,British Columbia,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",21 to 30,Other
1753,Canadian citizen,75.4,Female,Saskatchewan,"University certificate, diploma or degree above the bach...",71 to 80,Canadian citizen
1754,Canadian citizen,38.3,Female,Ontario,Trade certificate or diploma,31 to 40,Canadian citizen
1755,Canadian citizen,44.1,Female,Nova Scotia,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",41 to 50,Canadian citizen
1756,Canadian citizen,34.7,Female,Nova Scotia,Trade certificate or diploma,31 to 40,Canadian citizen
1757,Canadian citizen,80,Female,Ontario,High school diploma or a high school equivalency certificate,71 to 80,Canadian citizen
1758,Canadian citizen,46.8,Male,Manitoba,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",41 to 50,Canadian citizen
1759,Canadian citizen,65.5,Female,Alberta,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",61 to 70,Canadian citizen
1760,Canadian citizen,35.6,Female,Quebec,Trade certificate or diploma,31 to 40,Canadian citizen
1761,Canadian citizen,48.8,Male,Ontario,High school diploma or a high school equivalency certificate,41 to 50,Canadian citizen
1762,Canadian citizen,66.3,Male,Newfoundland and Labrador,Trade certificate or diploma,61 to 70,Canadian citizen
1763,Canadian citizen,24.3,Female,British Columbia,High school diploma or a high school equivalency certificate,21 to 30,Canadian citizen
1764,Canadian citizen,48.3,Male,Alberta,Trade certificate or diploma,41 to 50,Canadian citizen
1765,Canadian citizen,38.6,Male,Quebec,High school diploma or a high school equivalency certificate,31 to 40,Canadian citizen
1766,Canadian citizen,55.5,Female,Manitoba,Trade certificate or diploma,51 to 60,Canadian citizen
1767,Canadian citizen,17.2,Male,Alberta,Less than high school diploma or its equivalent,20 or less,Canadian citizen
1768,Canadian citizen,80,Male,Saskatchewan,Less than high school diploma or its equivalent,71 to 80,Canadian citizen
1769,Canadian citizen,35.2,Male,Quebec,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",31 to 40,Canadian citizen
1770,Canadian citizen,52.8,Female,Saskatchewan,Trade certificate or diploma,51 to 60,Canadian citizen
1771,Other,49,Male,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",41 to 50,Other
1772,Canadian citizen,34.1,Male,Newfoundland and Labrador,High school diploma or a high school equivalency certificate,31 to 40,Canadian citizen
1773,Canadian citizen,80,Male,Ontario,Less than high school diploma or its equivalent,71 to 80,Canadian citizen
1774,Canadian citizen,42.1,Female,Ontario,"University certificate, diploma or degree above the bach...",41 to 50,Canadian citizen
1775,Canadian citizen,50.5,Male,New Brunswick,High school diploma or a high school equivalency certificate,51 to 60,Canadian citizen
1776,Permanent resident,59.7,Male,Ontario,High school diploma or a high school equivalency certificate,51 to 60,Permanent resident
1777,Canadian citizen,42.2,Female,Alberta,High school diploma or a high school equivalency certificate,41 to 50,Canadian citizen
1778,Canadian citizen,36.1,Male,Saskatchewan,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",31 to 40,Canadian citizen
1779,Canadian citizen,70.5,Female,Alberta,Trade certificate or diploma,71 to 80,Canadian citizen
1780,Canadian citizen,41.4,Female,Quebec,"University certificate, diploma or degree above the bach...",41 to 50,Canadian citizen
1781,Canadian citizen,29.3,Male,Quebec,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",21 to 30,Canadian citizen
1782,Canadian citizen,42.9,Female,Ontario,High school diploma or a high school equivalency certificate,41 to 50,Canadian citizen
1783,Canadian citizen,41.6,Male,Ontario,High school diploma or a high school equivalency certificate,41 to 50,Canadian citizen
1784,Canadian citizen,80,Female,Saskatchewan,Less than high school diploma or its equivalent,71 to 80,Canadian citizen
1785,Canadian citizen,45.5,Male,British Columbia,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",41 to 50,Canadian citizen
1786,Canadian citizen,53.3,Male,Alberta,Trade certificate or diploma,51 to 60,Canadian citizen
1787,Canadian citizen,58.1,Female,Ontario,Trade certificate or diploma,51 to 60,Canadian citizen
1788,Canadian citizen,34.7,Female,Alberta,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",31 to 40,Canadian citizen
1789,Canadian citizen,37.2,Female,Alberta,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",31 to 40,Canadian citizen
1790,Permanent resident,68.6,Male,Ontario,"University certificate, diploma or degree above the bach...",61 to 70,Permanent resident
1791,Canadian citizen,66.9,Female,Ontario,High school diploma or a high school equivalency certificate,61 to 70,Canadian citizen
1792,Canadian citizen,52.1,Male,Quebec,"NA",51 to 60,Canadian citizen
1793,Canadian citizen,19.9,Male,Prince Edward Island,High school diploma or a high school equivalency certificate,20 or less,Canadian citizen
1794,Canadian citizen,53.5,Male,Nova Scotia,Trade certificate or diploma,51 to 60,Canadian citizen
1795,Canadian citizen,72.4,Male,Quebec,High school diploma or a high school equivalency certificate,71 to 80,Canadian citizen
1796,Permanent resident,39.2,Female,Ontario,"University certificate, diploma or degree above the bach...",31 to 40,Permanent resident
1797,Canadian citizen,36.4,Female,Manitoba,Less than high school diploma or its equivalent,31 to 40,Canadian citizen
1798,Canadian citizen,27.8,Male,Saskatchewan,University certificate or diploma below the bachelor's level,21 to 30,Canadian citizen
1799,Canadian citizen,39.3,Female,Manitoba,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",31 to 40,Canadian citizen
1800,Canadian citizen,16.4,Female,British Columbia,Less than high school diploma or its equivalent,20 or less,Canadian citizen
1801,Canadian citizen,40.8,Female,Ontario,Less than high school diploma or its equivalent,41 to 50,Canadian citizen
1802,Canadian citizen,63.6,Female,New Brunswick,Less than high school diploma or its equivalent,61 to 70,Canadian citizen
1803,Canadian citizen,80,Female,Ontario,High school diploma or a high school equivalency certificate,71 to 80,Canadian citizen
1804,Canadian citizen,39.3,Male,Manitoba,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",31 to 40,Canadian citizen
1805,Canadian citizen,51.8,Male,Quebec,Less than high school diploma or its equivalent,51 to 60,Canadian citizen
1806,Canadian citizen,29.3,Female,Saskatchewan,High school diploma or a high school equivalency certificate,21 to 30,Canadian citizen
1807,Canadian citizen,76.3,Male,Quebec,Less than high school diploma or its equivalent,71 to 80,Canadian citizen
1808,Canadian citizen,39.5,Male,Quebec,High school diploma or a high school equivalency certificate,31 to 40,Canadian citizen
1809,Canadian citizen,56.8,Female,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",51 to 60,Canadian citizen
1810,Canadian citizen,60.2,Female,Quebec,Trade certificate or diploma,61 to 70,Canadian citizen
1811,Canadian citizen,53.3,Male,Ontario,High school diploma or a high school equivalency certificate,51 to 60,Canadian citizen
1812,Canadian citizen,66.3,Male,Ontario,University certificate or diploma below the bachelor's level,61 to 70,Canadian citizen
1813,Canadian citizen,77.1,Male,Manitoba,Trade certificate or diploma,71 to 80,Canadian citizen
1814,Canadian citizen,74.8,Male,Quebec,University certificate or diploma below the bachelor's level,71 to 80,Canadian citizen
1815,Canadian citizen,69.9,Male,Ontario,High school diploma or a high school equivalency certificate,61 to 70,Canadian citizen
1816,Permanent resident,57.8,Female,British Columbia,"University certificate, diploma or degree above the bach...",51 to 60,Permanent resident
1817,Canadian citizen,78.4,Male,Alberta,Less than high school diploma or its equivalent,71 to 80,Canadian citizen
1818,Canadian citizen,61.1,Male,Quebec,High school diploma or a high school equivalency certificate,61 to 70,Canadian citizen
1819,Canadian citizen,45.8,Male,Ontario,Trade certificate or diploma,41 to 50,Canadian citizen
1820,Canadian citizen,61.1,Male,Nova Scotia,Trade certificate or diploma,61 to 70,Canadian citizen
1821,Canadian citizen,53.5,Female,Nova Scotia,"University certificate, diploma or degree above the bach...",51 to 60,Canadian citizen
1822,Canadian citizen,49.8,Male,Quebec,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",41 to 50,Canadian citizen
1823,Canadian citizen,69.3,Female,Alberta,Trade certificate or diploma,61 to 70,Canadian citizen
1824,Canadian citizen,27.4,Male,Quebec,High school diploma or a high school equivalency certificate,21 to 30,Canadian citizen
1825,Canadian citizen,58.8,Female,Manitoba,Less than high school diploma or its equivalent,51 to 60,Canadian citizen
1826,Permanent resident,78.7,Male,Ontario,"University certificate, diploma or degree above the bach...",71 to 80,Permanent resident
1827,Canadian citizen,44.2,Male,New Brunswick,Trade certificate or diploma,41 to 50,Canadian citizen
1828,Canadian citizen,79.3,Male,Alberta,Trade certificate or diploma,71 to 80,Canadian citizen
1829,Canadian citizen,53.4,Female,Ontario,Trade certificate or diploma,51 to 60,Canadian citizen
1830,Other,19.8,Female,Quebec,High school diploma or a high school equivalency certificate,20 or less,Other
1831,Canadian citizen,70.3,Female,British Columbia,High school diploma or a high school equivalency certificate,71 to 80,Canadian citizen
1832,Canadian citizen,36.5,Female,Quebec,Trade certificate or diploma,31 to 40,Canadian citizen
1833,Canadian citizen,45.8,Male,Ontario,High school diploma or a high school equivalency certificate,41 to 50,Canadian citizen
1834,Canadian citizen,80,Female,Quebec,High school diploma or a high school equivalency certificate,71 to 80,Canadian citizen
1835,Canadian citizen,24.3,Female,New Brunswick,High school diploma or a high school equivalency certificate,21 to 30,Canadian citizen
1836,Canadian citizen,71.8,Female,Nova Scotia,Less than high school diploma or its equivalent,71 to 80,Canadian citizen
1837,Canadian citizen,36.2,Male,New Brunswick,Trade certificate or diploma,31 to 40,Canadian citizen
1838,Canadian citizen,17.4,Male,Newfoundland and Labrador,Less than high school diploma or its equivalent,20 or less,Canadian citizen
1839,Canadian citizen,19.8,Male,Alberta,Trade certificate or diploma,20 or less,Canadian citizen
1840,Canadian citizen,74.8,Female,British Columbia,University certificate or diploma below the bachelor's level,71 to 80,Canadian citizen
1841,Canadian citizen,46.4,Female,British Columbia,Trade certificate or diploma,41 to 50,Canadian citizen
1842,Canadian citizen,47.6,Female,Ontario,Trade certificate or diploma,41 to 50,Canadian citizen
1843,Canadian citizen,55.1,Female,New Brunswick,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",51 to 60,Canadian citizen
1844,Canadian citizen,59.1,Female,Ontario,Less than high school diploma or its equivalent,51 to 60,Canadian citizen
1845,Canadian citizen,59.1,Male,Alberta,Trade certificate or diploma,51 to 60,Canadian citizen
1846,Canadian citizen,68.4,Female,Quebec,Less than high school diploma or its equivalent,61 to 70,Canadian citizen
1847,Canadian citizen,69.1,Female,British Columbia,High school diploma or a high school equivalency certificate,61 to 70,Canadian citizen
1848,Canadian citizen,68.7,Female,Newfoundland and Labrador,Less than high school diploma or its equivalent,61 to 70,Canadian citizen
1849,Canadian citizen,46,Female,Newfoundland and Labrador,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",41 to 50,Canadian citizen
1850,Canadian citizen,17.8,Female,Ontario,Less than high school diploma or its equivalent,20 or less,Canadian citizen
1851,Permanent resident,80,Female,New Brunswick,Less than high school diploma or its equivalent,71 to 80,Permanent resident
1852,Canadian citizen,66.3,Female,Alberta,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",61 to 70,Canadian citizen
1853,Canadian citizen,32.3,Female,Ontario,Trade certificate or diploma,31 to 40,Canadian citizen
1854,Canadian citizen,30.4,Female,Alberta,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",31 to 40,Canadian citizen
1855,Canadian citizen,73.3,Female,British Columbia,Trade certificate or diploma,71 to 80,Canadian citizen
1856,Permanent resident,43.1,Male,Quebec,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",41 to 50,Permanent resident
1857,Canadian citizen,48.9,Male,Quebec,High school diploma or a high school equivalency certificate,41 to 50,Canadian citizen
1858,Canadian citizen,56.2,Male,New Brunswick,Trade certificate or diploma,51 to 60,Canadian citizen
1859,Canadian citizen,22.9,Female,Quebec,Trade certificate or diploma,21 to 30,Canadian citizen
1860,Canadian citizen,62.3,Male,Quebec,Trade certificate or diploma,61 to 70,Canadian citizen
1861,Canadian citizen,29.2,Female,Quebec,Trade certificate or diploma,21 to 30,Canadian citizen
1862,Permanent resident,60.8,Female,Ontario,Trade certificate or diploma,61 to 70,Permanent resident
1863,Canadian citizen,48.1,Male,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",41 to 50,Canadian citizen
1864,Canadian citizen,16.6,Female,British Columbia,Less than high school diploma or its equivalent,20 or less,Canadian citizen
1865,Canadian citizen,36.8,Male,Quebec,Trade certificate or diploma,31 to 40,Canadian citizen
1866,Canadian citizen,80,Female,Manitoba,Trade certificate or diploma,71 to 80,Canadian citizen
1867,Canadian citizen,52.9,Male,Alberta,Trade certificate or diploma,51 to 60,Canadian citizen
1868,Canadian citizen,58.3,Male,Quebec,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",51 to 60,Canadian citizen
1869,Canadian citizen,44.2,Female,Quebec,"University certificate, diploma or degree above the bach...",41 to 50,Canadian citizen
1870,Canadian citizen,65.1,Male,Quebec,Trade certificate or diploma,61 to 70,Canadian citizen
1871,Canadian citizen,70.3,Female,Alberta,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",71 to 80,Canadian citizen
1872,Canadian citizen,63.5,Male,New Brunswick,Trade certificate or diploma,61 to 70,Canadian citizen
1873,Canadian citizen,52.6,Male,Ontario,"NA",51 to 60,Canadian citizen
1874,Canadian citizen,67.2,Male,Newfoundland and Labrador,Less than high school diploma or its equivalent,61 to 70,Canadian citizen
1875,Permanent resident,55,Male,Quebec,Trade certificate or diploma,51 to 60,Permanent resident
1876,Canadian citizen,50.8,Male,British Columbia,"University certificate, diploma or degree above the bach...",51 to 60,Canadian citizen
1877,Canadian citizen,22.8,Female,British Columbia,High school diploma or a high school equivalency certificate,21 to 30,Canadian citizen
1878,Canadian citizen,80,Male,Saskatchewan,Less than high school diploma or its equivalent,71 to 80,Canadian citizen
1879,Canadian citizen,68.9,Female,Ontario,"University certificate, diploma or degree above the bach...",61 to 70,Canadian citizen
1880,Permanent resident,69.2,Female,Ontario,"University certificate, diploma or degree above the bach...",61 to 70,Permanent resident
1881,Canadian citizen,33,Male,Quebec,"University certificate, diploma or degree above the bach...",31 to 40,Canadian citizen
